AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TN ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$8,032"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"BEAT-AIDS, INC.",Private Non-Profit - Other Social Services Organization,3/5/2025,"$22,652"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,"$3,823"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,$227
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,$380
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,$896
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,"$24,781"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,"$62,852"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,"$81,153"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,$620
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TX DEPT OF STATE HEALTH SERVICES,State - Health Department,3/5/2025,"$346,128"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF TOLEDO,"State - University, College, Jr. College",3/5/2025,"$13,051"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$31,661"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$81,811"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$5,674"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$2,375"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$12,194"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$26,798"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,807"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,$566
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$348,899"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,402"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$3,620"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$3,133"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$220,861"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$2,293"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$12,480"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$68,660"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$7,183"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$294,728"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$418,511"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$40,671"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$39,551"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$80,450"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$3,080"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$10,306"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$5,922"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$3,910"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,$546
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,759"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$22,452"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$8,215"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,771"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$34,678"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$3,452"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$2,748"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$13,757"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,181"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$4,384"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$58,047"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$2,496"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$169,909"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$14,075"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,842"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,$110
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,$398
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$18,843"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,699"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$6,528"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$4,013"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,$418
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$2,071"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,$856
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$9,288"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$9,696"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,167"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,746"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,$10
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,137"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,861"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$1,631"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$55,809"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,$651
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$10,132"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,VA ST DEPARTMENT OF HEALTH,State - Health Department,3/5/2025,"$2,144"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,TULARE COUNTY DEPARTMENT OF PUBLIC SOCIAL SERVICES,Public Non-Profit - Social Services Department,3/5/2025,"$111,390"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Great Plains Tribal Chairmen`s Health Board,"Other(Towns,Villages,American Indian Tribe) - Other Health Organization",3/5/2025,"$2,802"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Great Plains Tribal Chairmen`s Health Board,"Other(Towns,Villages,American Indian Tribe) - Other Health Organization",3/5/2025,"$2,648"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Great Plains Tribal Chairmen`s Health Board,"Other(Towns,Villages,American Indian Tribe) - Other Health Organization",3/5/2025,"$1,498"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WA ST DEPT OF LABOR & INDUSTRIES,State - Social Services Department,3/5/2025,"$17,156"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,PROGRAM FOR APPROPRIATE TECHNOLOGY IN HEALTH(PATH),Private Non-Profit - Other Health Organization,3/5/2025,"$650,078"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,NY ST DEPT OF HEALTH,State - Social Services Department,3/5/2025,"$194,948"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UGANDA MINISTRY OF HEALTH AIDS CONTR,Foreign Non-Profit - Other Health Organization,3/5/2025,"$1,210"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UGANDA MINISTRY OF HEALTH AIDS CONTR,Foreign Non-Profit - Other Health Organization,3/5/2025,"$2,297"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UGANDA MINISTRY OF HEALTH AIDS CONTR,Foreign Non-Profit - Other Health Organization,3/5/2025,"$294,800"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF KANSAS MEDICAL CENTER RESEARCH INSTITUTE,"Private Profit (Large Business) - University, College, Jr. College",3/5/2025,"$1,042"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,CENTRE INTERNATIONAL DE RECHERCHE SUR LE CANCER,"Special Unit of Govt - Research Institution, Foundation, Laboratory",3/5/2025,"$9,163"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Childrens Council,Public Non-Profit - Community Action Organization,3/5/2025,"$5,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Uganda Virus Research Institute,Foreign Non-Profit - Other Health Organization,3/5/2025,"$258,827"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,IA GOVERNORS OFFICE OF DRUG CONTROL POLICY,Federal - Community Action Organization,3/5/2025,"$8,276"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,SOUTHERN PLAINS TRIBAL HEALTH BOARD FOUNDATION,"Other(Towns,Villages,Amer Indian Tribe)-Hosp/Clinic/HlthCtr/Inst/Mental Hlth Ctr",3/5/2025,$104
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,MOUNTAIN COMMUNITIES SUPPORTING EDUCATION,Public Non-Profit - Other Social Services Organization,3/5/2025,"$5,217"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"CLINTON SUBSTANCE ABUSE COUNCIL, INC.",Private Non-Profit - Community Action Organization,3/5/2025,"$6,745"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Family Connection-Communities in Schools of Athens, INC",Public Non-Profit - Community Action Organization,3/5/2025,"$18,701"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"METROPOLITAN CHARITIES,INC.",Public Non-Profit - Other Special Interest Organization,3/5/2025,"$36,802"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Departamento De Salud Oficial,State - Other Health Organization,3/5/2025,"$15,404"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Departamento De Salud Oficial,State - Other Health Organization,3/5/2025,"$5,110"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Departamento De Salud Oficial,State - Other Health Organization,3/5/2025,"$5,174"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Departamento De Salud Oficial,State - Other Health Organization,3/5/2025,"$10,345"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Departamento De Salud Oficial,State - Other Health Organization,3/5/2025,$182
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,AMERICAN COLLEGE OF CHEST PHYSICIANS,"Private Non-Profit - University, College, Jr. College",3/5/2025,"$199,225"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Southern Province Health Office,Foreign Non-Profit - Other Health Organization,3/5/2025,"$34,018"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"National Institute of Health, Pakistan",Foreign Non-Profit - Health Department,3/5/2025,"$47,352"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WA State Dept. of Health Syst. Quality Assurance,State - Other Special Interest Organization,3/5/2025,"$7,840"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,WA State Dept. of Health Syst. Quality Assurance,State - Other Special Interest Organization,3/5/2025,"$13,762"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,US-Mexico Foundation for Science (FUMEC),Public Non-Profit - Other Special Interest Organization,3/5/2025,"$5,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,RI Executive Office of Health and Human Services,State - Social Services Department,3/5/2025,"$9,512"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Eastern Provincal Health Office,Foreign Non-Profit - Other Health Organization,3/5/2025,"$188,556"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Amistades, Inc",State - Other Special Interest Organization,3/5/2025,$2
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Amistades, Inc",State - Other Special Interest Organization,3/5/2025,$355
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS,"State - University, College, Jr. College",3/5/2025,"$51,520"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,UNIVERSITY OF PUERTO RICO - MEDICAL SCIENCE CAMPUS,"State - University, College, Jr. College",3/5/2025,"$7,973"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Learn To Grow, Inc.",Private Non-Profit - Other Special Interest Organization,3/5/2025,"$20,833"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Learn To Grow, Inc.",Private Non-Profit - Other Special Interest Organization,3/5/2025,"$62,499"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Capacity Builders Inc.,Private Non-Profit - Other Special Interest Organization,3/5/2025,$56
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,PRISMA COMMUNITY CARE,Private Non-Profit - Health Department,3/5/2025,"$10,000"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,"Morgan County Partnership, Inc.",Private Non-Profit - Other Special Interest Organization,3/5/2025,"$6,526"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,White Earth Band of Chippewa,"Other(Towns,Villages,American Indian Tribe) - Community Action Organization",3/5/2025,"$13,688"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,Jembi Health Systems,Foreign Non-Profit - Other Health Organization,3/5/2025,"$38,906"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$22,539"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$39,141"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$14,404"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$23,284"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$1,722"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$13,626"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$1,886"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$808,359"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$8
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$1,127"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$463,249"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$38,369"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$2,345"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$7,312"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$7,182"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$33
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$50
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$3,667"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$45,155"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$9,258"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$508
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$124
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$126
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$44
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$2,027"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$896
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$4,512"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$2,928"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$24,949"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$9,939"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$339,302"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$402
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$3,858"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$12,086"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$4,396"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$195
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$4,853"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$1,485"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$2,539"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$8,186"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$10
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$8,799"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$104,099"
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,$89
HHS-CENTERS FOR DISEASE CONTROL & PREVENTION,STATE OF GEORGIA DEPARTMENT OF PUBLIC HEALTH,State - Health Department,3/5/2025,"$8,662"
